Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code (FAO),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QCL","Crops and livestock products","33","Canada","5510","Production","116","Potatoes","2018","2018","tonnes","5204548","","Official data"
"QCL","Crops and livestock products","33","Canada","5510","Production","394","Pumpkins, squash and gourds","2018","2018","tonnes","132106","","Official data"
"QCL","Crops and livestock products","33","Canada","5510","Production","270","Rapeseed","2018","2018","tonnes","20342600","","Official data"
"QCL","Crops and livestock products","33","Canada","5510","Production","547","Raspberries","2018","2018","tonnes","10192","","Official data"
"QCL","Crops and livestock products","33","Canada","5510","Production","71","Rye","2018","2018","tonnes","236400","","Official data"
"QCL","Crops and livestock products","33","Canada","5510","Production","280","Safflower seed","2018","2018","tonnes","","M","Data not available"
"QCL","Crops and livestock products","33","Canada","5510","Production","236","Soybeans","2018","2018","tonnes","7416600","","Official data"
"QCL","Crops and livestock products","33","Canada","5510","Production","373","Spinach","2018","2018","tonnes","4832","","Official data"
"QCL","Crops and livestock products","33","Canada","5510","Production","544","Strawberries","2018","2018","tonnes","27042","","Official data"
"QCL","Crops and livestock products","33","Canada","5510","Production","157","Sugar beet","2018","2018","tonnes","1376700","","Official data"
"QCL","Crops and livestock products","33","Canada","5510","Production","162","Sugar Raw Centrifugal","2018","2018","tonnes","136000","*","Unofficial figure"
"QCL","Crops and livestock products","33","Canada","5510","Production","267","Sunflower seed","2018","2018","tonnes","57300","","Official data"
"QCL","Crops and livestock products","33","Canada","5510","Production","826","Tobacco, unmanufactured","2018","2018","tonnes","27744","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","33","Canada","5510","Production","388","Tomatoes","2018","2018","tonnes","497438","","Official data"
"QCL","Crops and livestock products","33","Canada","5510","Production","97","Triticale","2018","2018","tonnes","62200","","Official data"
"QCL","Crops and livestock products","33","Canada","5510","Production","463","Vegetables, fresh nes","2018","2018","tonnes","157841","","Official data"
"QCL","Crops and livestock products","33","Canada","5510","Production","567","Watermelons","2018","2018","tonnes","28827","","Official data"
"QCL","Crops and livestock products","33","Canada","5510","Production","15","Wheat","2018","2018","tonnes","32351900","","Official data"
"QCL","Crops and livestock products","33","Canada","5510","Production","564","Wine","2018","2018","tonnes","70286","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","37","Central African Republic","5510","Production","572","Avocados","2018","2018","tonnes","9077","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","37","Central African Republic","5510","Production","486","Bananas","2018","2018","tonnes","140000","F","FAO estimate"
"QCL","Crops and livestock products","37","Central African Republic","5510","Production","782","Bastfibres, other","2018","2018","tonnes","108","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","37","Central African Republic","5510","Production","414","Beans, green","2018","2018","tonnes","","M","Data not available"
"QCL","Crops and livestock products","37","Central African Republic","5510","Production","51","Beer of barley","2018","2018","tonnes","26000","*","Unofficial figure"
"QCL","Crops and livestock products","37","Central African Republic","5510","Production","125","Cassava","2018","2018","tonnes","718994","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","37","Central African Republic","5510","Production","689","Chillies and peppers, dry","2018","2018","tonnes","115","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","37","Central African Republic","5510","Production","661","Cocoa, beans","2018","2018","tonnes","131","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","37","Central African Republic","5510","Production","656","Coffee, green","2018","2018","tonnes","9374","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","37","Central African Republic","5510","Production","767","Cotton lint","2018","2018","tonnes","6051","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","37","Central African Republic","5510","Production","329","Cottonseed","2018","2018","tonnes","9000","F","FAO estimate"
"QCL","Crops and livestock products","37","Central African Republic","5510","Production","507","Grapefruit (inc. pomelos)","2018","2018","tonnes","5346","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","37","Central African Republic","5510","Production","242","Groundnuts, with shell","2018","2018","tonnes","154140","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","37","Central African Republic","5510","Production","497","Lemons and limes","2018","2018","tonnes","2703","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","37","Central African Republic","5510","Production","56","Maize","2018","2018","tonnes","90000","*","Unofficial figure"
"QCL","Crops and livestock products","37","Central African Republic","5510","Production","571","Mangoes, mangosteens, guavas","2018","2018","tonnes","13276","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","37","Central African Republic","5510","Production","299","Melonseed","2018","2018","tonnes","38482","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","37","Central African Republic","5510","Production","79","Millet","2018","2018","tonnes","10000","*","Unofficial figure"
"QCL","Crops and livestock products","37","Central African Republic","5510","Production","165","Molasses","2018","2018","tonnes","3368","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","37","Central African Republic","5510","Production","254","Oil palm fruit","2018","2018","tonnes","5456","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","37","Central African Republic","5510","Production","331","Oil, cottonseed","2018","2018","tonnes","223","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","37","Central African Republic","5510","Production","244","Oil, groundnut","2018","2018","tonnes","28000","*","Unofficial figure"
"QCL","Crops and livestock products","37","Central African Republic","5510","Production","257","Oil, palm","2018","2018","tonnes","420","F","FAO estimate"
"QCL","Crops and livestock products","37","Central African Republic","5510","Production","290","Oil, sesame","2018","2018","tonnes","2877","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","37","Central African Republic","5510","Production","339","Oilseeds nes","2018","2018","tonnes","18392","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","37","Central African Republic","5510","Production","490","Oranges","2018","2018","tonnes","34709","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","37","Central African Republic","5510","Production","256","Palm kernels","2018","2018","tonnes","430","F","FAO estimate"
"QCL","Crops and livestock products","37","Central African Republic","5510","Production","574","Pineapples","2018","2018","tonnes","16939","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","37","Central African Republic","5510","Production","489","Plantains and others","2018","2018","tonnes","87495","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","37","Central African Republic","5510","Production","116","Potatoes","2018","2018","tonnes","1335","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","37","Central African Republic","5510","Production","211","Pulses nes","2018","2018","tonnes","45000","F","FAO estimate"
"QCL","Crops and livestock products","37","Central African Republic","5510","Production","394","Pumpkins, squash and gourds","2018","2018","tonnes","21679","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","37","Central African Republic","5510","Production","27","Rice, paddy","2018","2018","tonnes","12000","","Official data"
"QCL","Crops and livestock products","37","Central African Republic","5510","Production","30","Rice, paddy (rice milled equivalent)","2018","2018","tonnes","8004","Fc","Calculated data"
"QCL","Crops and livestock products","37","Central African Republic","5510","Production","836","Rubber, natural","2018","2018","tonnes","1182","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","37","Central African Republic","5510","Production","328","Seed cotton","2018","2018","tonnes","16500","F","FAO estimate"
"QCL","Crops and livestock products","37","Central African Republic","5510","Production","289","Sesame seed","2018","2018","tonnes","10551","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","37","Central African Republic","5510","Production","789","Sisal","2018","2018","tonnes","239","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","37","Central African Republic","5510","Production","83","Sorghum","2018","2018","tonnes","30000","*","Unofficial figure"
"QCL","Crops and livestock products","37","Central African Republic","5510","Production","156","Sugar cane","2018","2018","tonnes","115000","F","FAO estimate"
"QCL","Crops and livestock products","37","Central African Republic","5510","Production","162","Sugar Raw Centrifugal","2018","2018","tonnes","10600","F","FAO estimate"
"QCL","Crops and livestock products","37","Central African Republic","5510","Production","136","Taro (cocoyam)","2018","2018","tonnes","133541","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","37","Central African Republic","5510","Production","826","Tobacco, unmanufactured","2018","2018","tonnes","497","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","37","Central African Republic","5510","Production","463","Vegetables, fresh nes","2018","2018","tonnes","73015","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","37","Central African Republic","5510","Production","137","Yams","2018","2018","tonnes","487243","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","39","Chad","5510","Production","176","Beans, dry","2018","2018","tonnes","151932","","Official data"
"QCL","Crops and livestock products","39","Chad","5510","Production","51","Beer of barley","2018","2018","tonnes","60000","*","Unofficial figure"
"QCL","Crops and livestock products","39","Chad","5510","Production","125","Cassava","2018","2018","tonnes","284307","","Official data"
"QCL","Crops and livestock products","39","Chad","5510","Production","108","Cereals nes","2018","2018","tonnes","578562","","Official data"
"QCL","Crops and livestock products","39","Chad","5510","Production","767","Cotton lint","2018","2018","tonnes","8709","*","Unofficial figure"
"QCL","Crops and livestock products","39","Chad","5510","Production","329","Cottonseed","2018","2018","tonnes","20000","*","Unofficial figure"
"QCL","Crops and livestock products","39","Chad","5510","Production","577","Dates","2018","2018","tonnes","20741","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","39","Chad","5510","Production","619","Fruit, fresh nes","2018","2018","tonnes","68668","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","39","Chad","5510","Production","242","Groundnuts, with shell","2018","2018","tonnes","893940","","Official data"
"QCL","Crops and livestock products","39","Chad","5510","Production","224","Kola nuts","2018","2018","tonnes","","M","Data not available"
"QCL","Crops and livestock products","39","Chad","5510","Production","56","Maize","2018","2018","tonnes","437898","","Official data"
"QCL","Crops and livestock products","39","Chad","5510","Production","571","Mangoes, mangosteens, guavas","2018","2018","tonnes","35396","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","39","Chad","5510","Production","299","Melonseed","2018","2018","tonnes","23664","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","39","Chad","5510","Production","79","Millet","2018","2018","tonnes","756616","","Official data"
"QCL","Crops and livestock products","39","Chad","5510","Production","165","Molasses","2018","2018","tonnes","12514","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","39","Chad","5510","Production","331","Oil, cottonseed","2018","2018","tonnes","2000","*","Unofficial figure"
"QCL","Crops and livestock products","39","Chad","5510","Production","244","Oil, groundnut","2018","2018","tonnes","64000","*","Unofficial figure"
"QCL","Crops and livestock products","39","Chad","5510","Production","290","Oil, sesame","2018","2018","tonnes","9067","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","39","Chad","5510","Production","403","Onions, dry","2018","2018","tonnes","21877","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","39","Chad","5510","Production","116","Potatoes","2018","2018","tonnes","41868","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","39","Chad","5510","Production","211","Pulses nes","2018","2018","tonnes","44564","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","39","Chad","5510","Production","27","Rice, paddy","2018","2018","tonnes","259540","","Official data"
"QCL","Crops and livestock products","39","Chad","5510","Production","30","Rice, paddy (rice milled equivalent)","2018","2018","tonnes","173113","Fc","Calculated data"
"QCL","Crops and livestock products","39","Chad","5510","Production","328","Seed cotton","2018","2018","tonnes","36363","F","FAO estimate"
"QCL","Crops and livestock products","39","Chad","5510","Production","289","Sesame seed","2018","2018","tonnes","172539","","Official data"
"QCL","Crops and livestock products","39","Chad","5510","Production","83","Sorghum","2018","2018","tonnes","987558","","Official data"
"QCL","Crops and livestock products","39","Chad","5510","Production","156","Sugar cane","2018","2018","tonnes","456218","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","39","Chad","5510","Production","162","Sugar Raw Centrifugal","2018","2018","tonnes","33000","*","Unofficial figure"
"QCL","Crops and livestock products","39","Chad","5510","Production","122","Sweet potatoes","2018","2018","tonnes","255447","","Official data"
"QCL","Crops and livestock products","39","Chad","5510","Production","136","Taro (cocoyam)","2018","2018","tonnes","21055","","Official data"
"QCL","Crops and livestock products","39","Chad","5510","Production","826","Tobacco, unmanufactured","2018","2018","tonnes","181","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","39","Chad","5510","Production","463","Vegetables, fresh nes","2018","2018","tonnes","87967","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","39","Chad","5510","Production","15","Wheat","2018","2018","tonnes","1798","","Official data"
"QCL","Crops and livestock products","39","Chad","5510","Production","137","Yams","2018","2018","tonnes","461086","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","40","Chile","5510","Production","221","Almonds, with shell","2018","2018","tonnes","37974","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","40","Chile","5510","Production","515","Apples","2018","2018","tonnes","1684343","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","40","Chile","5510","Production","526","Apricots","2018","2018","tonnes","6265","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","40","Chile","5510","Production","366","Artichokes","2018","2018","tonnes","12271","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","40","Chile","5510","Production","367","Asparagus","2018","2018","tonnes","10769","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","40","Chile","5510","Production","572","Avocados","2018","2018","tonnes","135000","F","FAO estimate"
"QCL","Crops and livestock products","40","Chile","5510","Production","44","Barley","2018","2018","tonnes","170652","","Official data"
"QCL","Crops and livestock products","40","Chile","5510","Production","782","Bastfibres, other","2018","2018","tonnes","9491","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","40","Chile","5510","Production","176","Beans, dry","2018","2018","tonnes","14252","","Official data"
"QCL","Crops and livestock products","40","Chile","5510","Production","414","Beans, green","2018","2018","tonnes","44380","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","40","Chile","5510","Production","51","Beer of barley","2018","2018","tonnes","867000","*","Unofficial figure"
"QCL","Crops and livestock products","40","Chile","5510","Production","358","Cabbages and other brassicas","2018","2018","tonnes","54018","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","40","Chile","5510","Production","426","Carrots and turnips","2018","2018","tonnes","166604","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","40","Chile","5510","Production","393","Cauliflowers and broccoli","2018","2018","tonnes","31668","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","40","Chile","5510","Production","531","Cherries","2018","2018","tonnes","228000","F","FAO estimate"
"QCL","Crops and livestock products","40","Chile","5510","Production","530","Cherries, sour","2018","2018","tonnes","300","F","FAO estimate"
"QCL","Crops and livestock products","40","Chile","5510","Production","220","Chestnut","2018","2018","tonnes","2135","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","40","Chile","5510","Production","191","Chick peas","2018","2018","tonnes","654","","Official data"
"QCL","Crops and livestock products","40","Chile","5510","Production","401","Chillies and peppers, green","2018","2018","tonnes","50016","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","40","Chile","5510","Production","554","Cranberries","2018","2018","tonnes","126000","F","FAO estimate"
"QCL","Crops and livestock products","40","Chile","5510","Production","397","Cucumbers and gherkins","2018","2018","tonnes","36250","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","40","Chile","5510","Production","550","Currants","2018","2018","tonnes","26","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","40","Chile","5510","Production","821","Fibre crops nes","2018","2018","tonnes","1838","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","40","Chile","5510","Production","569","Figs","2018","2018","tonnes","140","F","FAO estimate"
"QCL","Crops and livestock products","40","Chile","5510","Production","773","Flax fibre and tow","2018","2018","tonnes","3053","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","40","Chile","5510","Production","619","Fruit, fresh nes","2018","2018","tonnes","14900","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","40","Chile","5510","Production","406","Garlic","2018","2018","tonnes","20803","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","40","Chile","5510","Production","507","Grapefruit (inc. pomelos)","2018","2018","tonnes","1500","F","FAO estimate"
"QCL","Crops and livestock products","40","Chile","5510","Production","560","Grapes","2018","2018","tonnes","2828021","","Official data"
"QCL","Crops and livestock products","40","Chile","5510","Production","225","Hazelnuts, with shell","2018","2018","tonnes","20330","F","FAO estimate"
"QCL","Crops and livestock products","40","Chile","5510","Production","777","Hemp tow waste","2018","2018","tonnes","4257","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","40","Chile","5510","Production","336","Hempseed","2018","2018","tonnes","1503","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","40","Chile","5510","Production","592","Kiwi fruit","2018","2018","tonnes","174320","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","40","Chile","5510","Production","497","Lemons and limes","2018","2018","tonnes","170000","F","FAO estimate"
"QCL","Crops and livestock products","40","Chile","5510","Production","201","Lentils","2018","2018","tonnes","1849","","Official data"
"QCL","Crops and livestock products","40","Chile","5510","Production","372","Lettuce and chicory","2018","2018","tonnes","97184","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","40","Chile","5510","Production","333","Linseed","2018","2018","tonnes","1364","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","40","Chile","5510","Production","210","Lupins","2018","2018","tonnes","45453","","Official data"
"QCL","Crops and livestock products","40","Chile","5510","Production","56","Maize","2018","2018","tonnes","1110608","","Official data"
"QCL","Crops and livestock products","40","Chile","5510","Production","446","Maize, green","2018","2018","tonnes","142239","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","40","Chile","5510","Production","1242","Margarine, short","2018","2018","tonnes","4333","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","40","Chile","5510","Production","568","Melons, other (inc.cantaloupes)","2018","2018","tonnes","41054","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","40","Chile","5510","Production","165","Molasses","2018","2018","tonnes","60000","*","Unofficial figure"
"QCL","Crops and livestock products","40","Chile","5510","Production","234","Nuts nes","2018","2018","tonnes","","M","Data not available"
"QCL","Crops and livestock products","40","Chile","5510","Production","75","Oats","2018","2018","tonnes","571471","","Official data"
"QCL","Crops and livestock products","40","Chile","5510","Production","331","Oil, cottonseed","2018","2018","tonnes","800","*","Unofficial figure"
"QCL","Crops and livestock products","40","Chile","5510","Production","334","Oil, linseed","2018","2018","tonnes","882","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","40","Chile","5510","Production","261","Oil, olive, virgin","2018","2018","tonnes","21900","*","Unofficial figure"
"QCL","Crops and livestock products","40","Chile","5510","Production","271","Oil, rapeseed","2018","2018","tonnes","84000","*","Unofficial figure"
"QCL","Crops and livestock products","40","Chile","5510","Production","237","Oil, soybean","2018","2018","tonnes","21600","*","Unofficial figure"
"QCL","Crops and livestock products","40","Chile","5510","Production","268","Oil, sunflower","2018","2018","tonnes","1400","*","Unofficial figure"
"QCL","Crops and livestock products","40","Chile","5510","Production","260","Olives","2018","2018","tonnes","126000","F","FAO estimate"
"QCL","Crops and livestock products","40","Chile","5510","Production","403","Onions, dry","2018","2018","tonnes","366864","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","40","Chile","5510","Production","490","Oranges","2018","2018","tonnes","140000","F","FAO estimate"
"QCL","Crops and livestock products","40","Chile","5510","Production","600","Papayas","2018","2018","tonnes","2208","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","40","Chile","5510","Production","534","Peaches and nectarines","2018","2018","tonnes","327850","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","40","Chile","5510","Production","521","Pears","2018","2018","tonnes","280599","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","40","Chile","5510","Production","187","Peas, dry","2018","2018","tonnes","1075","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","40","Chile","5510","Production","417","Peas, green","2018","2018","tonnes","15448","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","40","Chile","5510","Production","587","Persimmons","2018","2018","tonnes","640","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","40","Chile","5510","Production","536","Plums and sloes","2018","2018","tonnes","359000","F","FAO estimate"
"QCL","Crops and livestock products","40","Chile","5510","Production","116","Potatoes","2018","2018","tonnes","1183357","","Official data"
"QCL","Crops and livestock products","40","Chile","5510","Production","394","Pumpkins, squash and gourds","2018","2018","tonnes","88986","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","40","Chile","5510","Production","523","Quinces","2018","2018","tonnes","534","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","40","Chile","5510","Production","270","Rapeseed","2018","2018","tonnes","219781","","Official data"
"QCL","Crops and livestock products","40","Chile","5510","Production","547","Raspberries","2018","2018","tonnes","19625","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","40","Chile","5510","Production","27","Rice, paddy","2018","2018","tonnes","192808","","Official data"
"QCL","Crops and livestock products","40","Chile","5510","Production","30","Rice, paddy (rice milled equivalent)","2018","2018","tonnes","128603","Fc","Calculated data"
"QCL","Crops and livestock products","40","Chile","5510","Production","71","Rye","2018","2018","tonnes","3010","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","40","Chile","5510","Production","236","Soybeans","2018","2018","tonnes","","M","Data not available"
"QCL","Crops and livestock products","40","Chile","5510","Production","544","Strawberries","2018","2018","tonnes","24691","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","40","Chile","5510","Production","157","Sugar beet","2018","2018","tonnes","2374496","","Official data"
"QCL","Crops and livestock products","40","Chile","5510","Production","162","Sugar Raw Centrifugal","2018","2018","tonnes","262000","*","Unofficial figure"
"QCL","Crops and livestock products","40","Chile","5510","Production","267","Sunflower seed","2018","2018","tonnes","8301","","Official data"
"QCL","Crops and livestock products","40","Chile","5510","Production","122","Sweet potatoes","2018","2018","tonnes","15025","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","40","Chile","5510","Production","495","Tangerines, mandarins, clementines, satsumas","2018","2018","tonnes","180410","F","FAO estimate"
"QCL","Crops and livestock products","40","Chile","5510","Production","826","Tobacco, unmanufactured","2018","2018","tonnes","5700","","Official data"
"QCL","Crops and livestock products","40","Chile","5510","Production","388","Tomatoes","2018","2018","tonnes","1096404","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","40","Chile","5510","Production","97","Triticale","2018","2018","tonnes","142592","","Official data"
"QCL","Crops and livestock products","40","Chile","5510","Production","463","Vegetables, fresh nes","2018","2018","tonnes","130678","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","40","Chile","5510","Production","420","Vegetables, leguminous nes","2018","2018","tonnes","24427","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","40","Chile","5510","Production","222","Walnuts, with shell","2018","2018","tonnes","152000","*","Unofficial figure"
"QCL","Crops and livestock products","40","Chile","5510","Production","567","Watermelons","2018","2018","tonnes","56358","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","40","Chile","5510","Production","15","Wheat","2018","2018","tonnes","1469003","","Official data"
"QCL","Crops and livestock products","40","Chile","5510","Production","564","Wine","2018","2018","tonnes","1289897","","Official data"
"QCL","Crops and livestock products","351","China","5510","Production","221","Almonds, with shell","2018","2018","tonnes","43000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","351","China","5510","Production","711","Anise, badian, fennel, coriander","2018","2018","tonnes","50879","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","351","China","5510","Production","515","Apples","2018","2018","tonnes","39235019","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","351","China","5510","Production","526","Apricots","2018","2018","tonnes","70657","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","351","China","5510","Production","226","Areca nuts","2018","2018","tonnes","102918","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","351","China","5510","Production","366","Artichokes","2018","2018","tonnes","80873","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","351","China","5510","Production","367","Asparagus","2018","2018","tonnes","7381944","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","351","China","5510","Production","572","Avocados","2018","2018","tonnes","117725","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","351","China","5510","Production","486","Bananas","2018","2018","tonnes","11577938","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","351","China","5510","Production","44","Barley","2018","2018","tonnes","956500","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","351","China","5510","Production","782","Bastfibres, other","2018","2018","tonnes","18084","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","351","China","5510","Production","176","Beans, dry","2018","2018","tonnes","1337552","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","351","China","5510","Production","414","Beans, green","2018","2018","tonnes","18171531","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","351","China","5510","Production","51","Beer of barley","2018","2018","tonnes","38705648","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","351","China","5510","Production","558","Berries nes","2018","2018","tonnes","56737","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","351","China","5510","Production","552","Blueberries","2018","2018","tonnes","","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","351","China","5510","Production","181","Broad beans, horse beans, dry","2018","2018","tonnes","1806010","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","351","China","5510","Production","89","Buckwheat","2018","2018","tonnes","490159","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","351","China","5510","Production","358","Cabbages and other brassicas","2018","2018","tonnes","34231841","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","351","China","5510","Production","426","Carrots and turnips","2018","2018","tonnes","18347500","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","351","China","5510","Production","217","Cashew nuts, with shell","2018","2018","tonnes","223","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","351","China","5510","Production","125","Cassava","2018","2018","tonnes","4898026","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","351","China","5510","Production","265","Castor oil seed","2018","2018","tonnes","27000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","351","China","5510","Production","393","Cauliflowers and broccoli","2018","2018","tonnes","9601134","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","351","China","5510","Production","108","Cereals nes","2018","2018","tonnes","43794","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","351","China","5510","Production","531","Cherries","2018","2018","tonnes","35402","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","351","China","5510","Production","220","Chestnut","2018","2018","tonnes","1717948","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","351","China","5510","Production","191","Chick peas","2018","2018","tonnes","15652","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","351","China","5510","Production","689","Chillies and peppers, dry","2018","2018","tonnes","307425","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","351","China","5510","Production","401","Chillies and peppers, green","2018","2018","tonnes","16769062","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","351","China","5510","Production","693","Cinnamon (cannella)","2018","2018","tonnes","72865","A","Aggregate, may include official, semi-official, estimated or calculated data"
